a,b,c,d,e,f,g,h
https://airbnb.com/rooms/44520147,Shell Vacation Club at Desert Rose Resort 1 BDRM - null - Las Vegas,Entire villa in Las Vegas,4 guests · 1 bedroom · 1 bed · 1 bath,$70 / night,Gym·Wifi·Selfcheck-in·Airconditioning,Rating 3.80 out of 5;3.805 reviews (5),5 reviews
https://airbnb.com/rooms/39169713,2 Bedroom/8 min to Strip/Free TV/Wifi/Parking - null - Las Vegas,Entire condominium in Las Vegas,5 guests · 2 bedrooms · 3 beds · 1 bath,$77 / night,Wifi·Airconditioning·Kitchen·Freeparking,Rating 4.31 out of 5;4.3165 reviews (65),65 reviews
https://airbnb.com/rooms/46329762,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$87 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/45746083,"Tropicana, 1BDRM deluxe - null - Las Vegas",Entire villa in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 bath,$73 / night,Gym·Elevator·Wifi·Selfcheck-in,,
https://airbnb.com/rooms/44450374,Executive Suite - null - Las Vegas,Entire condominium in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 bath,$50 / night,Gym·Breakfast·Wifi·Airconditioning,Rating 4.90 out of 5;4.9020 reviews (20),20 reviews
https://airbnb.com/rooms/47180274,DESERT CLUB RESORT - Floating week  Jan  Nov  Dec - null - Las Vegas,Resort room in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 private bath,$110 / night,Gym·Wifi·Selfcheck-in·Airconditioning,,
https://airbnb.com/rooms/45803032,Delightful 2bed/2bath w/Amenities - null - Las Vegas,Entire condominium in Las Vegas,4 guests · 2 bedrooms · 2 beds · 2 baths,$79 / night,[],,
https://airbnb.com/rooms/45983138,Huge Corner Strip Facing King Suite - null - Las Vegas,Entire serviced apartment in Las Vegas,4 guests · 1 bedroom · 2 beds · 1.5 baths,$178 / night,Gym·Elevator·Wifi·Selfcheck-in,,
https://airbnb.com/rooms/46035634,spacious private room & bath in clean bright condo - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 private bath,$28 / night,Wifi·Selfcheck-in·Airconditioning·Petsallowed,Rating 4.63 out of 5;4.6316 reviews (16),16 reviews
https://airbnb.com/rooms/46925158,Extended Stay Pool Property! - null - Henderson,Entire house in Henderson,8 guests · 4 bedrooms · 4 beds · 2 baths,$149 / night,Wifi·Airconditioning·Indoorfireplace·Pool,,
https://airbnb.com/rooms/19527431,Beautiful Doll House - null - Las Vegas,Entire house in Las Vegas,4 guests · 2 bedrooms · 2 beds · 1 bath,$98 / night,Wifi·Freeparking,Rating 4.53 out of 5;4.53244 reviews (244),244 reviews
https://airbnb.com/rooms/46509027,Good Deal  Room 1 - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,$26 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/46329788,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$87 / night,Pool·Wifi,,
https://airbnb.com/rooms/45575725,Top-Floor MGM Jacuzzi Penthouse *NO Resort Fee - null - Las Vegas,Entire condominium in Las Vegas,2 guests · Studio · 2 beds · 1 bath,$154 / night,Hottub·Pool·Wifi·Freeparking,Rating 4.83 out of 5;4.8312 reviews (12),12 reviews
https://airbnb.com/rooms/46731619,LasVegas.familyhotel. medium size Locked room.save - null - Las Vegas,Private room in Las Vegas,1 guest · 1 bedroom · 1 bed · 2 shared baths,$27 / night,Hottub·Wifi·Freeparking,,
https://airbnb.com/rooms/46329778,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$83 / night,Pool·Wifi,,
https://airbnb.com/rooms/44266892,MGM Signature 32nd floor Penthouse With Balcony! - null - Las Vegas,Hotel room in Las Vegas,4 guests · Studio · 2 beds · 1 private bath,$113 / night,Hottub·Pool·Wifi·Freeparking,Rating 4.82 out of 5;4.8244 reviews (44),44 reviews
https://airbnb.com/rooms/20092381,Las Vegas City Lights Condo - null - Las Vegas,Entire townhouse in Las Vegas,4 guests · 2 bedrooms · 2 beds · 2 baths,$60 / night,Hottub·Pool·Wifi·Freeparking,Rating 4.76 out of 5;4.7649 reviews (49),49 reviews
https://airbnb.com/rooms/46736317,tu casa - null - Las Vegas,Entire guesthouse in Las Vegas,2 guests · 1 bedroom · 1 bath,$46 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/46547232,"Tahiti Village Bora, Bora in Las Vegas 1 BR Suite, Sleeps 4 FRIDAY Check-In - null - Las Vegas",Entire condominium in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 bath,$85 / night,Hottub·Pool·Wifi·Freeparking,,
https://airbnb.com/rooms/46333679,"Comfy & cozy guest room, 12 min away from strip. - null - Las Vegas",Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 shared bath,$35 / night,[],Rating 4.50 out of 5;4.504 reviews (4),4 reviews
https://airbnb.com/rooms/46475029,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$83 / night,Pool·Wifi,,
https://airbnb.com/rooms/16982708,温馨之家 to strip 1.8 miles - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 shared bath,$33 / night,Wifi·Freeparking,Rating 4.51 out of 5;4.51285 reviews (285),285 reviews
https://airbnb.com/rooms/46586213,420 Friendly! Home away from home with a Vibe. - null - Las Vegas,Entire apartment in Las Vegas,4 guests · 1 bedroom · 1 bed · 2 baths,$87 / night,Hottub·Pool·Wifi·Freeparking,Rating 4.25 out of 5;4.254 reviews (4),4 reviews
https://airbnb.com/rooms/42905309,"New! Las Vegas, 2b, Cozy Pool, By The Strip(5C15) - null - Las Vegas",Entire apartment in Las Vegas,6 guests · 2 bedrooms · 2 beds · 2 baths,$98 / night,Hottub·Pool·Wifi·Freeparking,Rating 4.39 out of 5;4.3938 reviews (38),38 reviews
https://airbnb.com/rooms/35466304,Location..location...LOCATION!!! - null - Las Vegas,Entire condominium in Las Vegas,4 guests · 2 bedrooms · 2 beds · 1.5 baths,$100 / night,Hottub·Pool·Freeparking,,
https://airbnb.com/rooms/22177354,1500sqft HUGE 1BDRM PalmsPlace 2Balconies VEGAS BB - null - Las Vegas,Entire apartment in Las Vegas,6 guests · 1 bedroom · 2 beds · 1.5 baths,$156 / night,Hottub·Pool·Wifi·Freeparking,Rating 4.74 out of 5;4.74123 reviews (123),123 reviews
https://airbnb.com/rooms/42911403,Nice Private space near airport - null - Las Vegas,Entire townhouse in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 bath,$35 / night,Wifi,,
https://airbnb.com/rooms/46755027,All-inclusive apartment home | 2BR in Henderson - null - Henderson,Entire serviced apartment in Henderson,5 guests · 2 bedrooms · 2 beds · 2 baths,$105 / night,Pool·Wifi,,
https://airbnb.com/rooms/45848870,Efficient well located 1 bdrm - null - Las Vegas,Entire condominium in Las Vegas,1 guest · 1 bedroom · 1 bed · 1 bath,$58 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/33857122,"Grand Desert Resort, 2 BR Lockoff, 2 BA, 8 guests - null - Las Vegas",Entire condominium in Las Vegas,8 guests · 2 bedrooms · 4 beds · 2 baths,$144 / night,Gym·Elevator·Wifi·Airconditioning,Rating 5.0 out of 5;5.05 reviews (5),5 reviews
https://airbnb.com/rooms/42364648,Beautiful studio with private enter and patio. - null - Las Vegas,Entire guest suite in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 bath,$75 / night,Wifi·Selfcheck-in·Airconditioning·Petsallowed,Rating 5.0 out of 5;5.041 reviews (41),41 reviews
https://airbnb.com/rooms/13590028,By the strip large home with pool - null - Las Vegas,Entire house in Las Vegas,14 guests · 5 bedrooms · 6 beds · 3 baths,$140 / night,Wifi·Selfcheck-in·Airconditioning·Petsallowed,Rating 4.72 out of 5;4.7294 reviews (94),94 reviews
https://airbnb.com/rooms/29905174,Incredible private VEGAS OASIS with Pool&Spa WOW - null - Las Vegas,Entire villa in Las Vegas,8 guests · 3 bedrooms · 3 beds · 2 baths,$227 / night,Wifi·Selfcheck-in·Airconditioning·Petsallowed,Rating 4.37 out of 5;4.37110 reviews (110),110 reviews
https://airbnb.com/rooms/22525870,"P 57 Elite Penthouse 4,000sqft+Jacuzzi w/StripView - null - Las Vegas",Entire serviced apartment in Las Vegas,10 guests · 2 bedrooms · 7 beds · 2.5 baths,$769 / night,Gym·Elevator·Wifi·Selfcheck-in,Rating 4.75 out of 5;4.75106 reviews (106),106 reviews
https://airbnb.com/rooms/46088452,A place of your own | 1BR in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,3 guests · 1 bedroom · 1 bed · 1 bath,$92 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/41381961,Stunning 2 story furnished home in Green Valley - null - Henderson,Entire house in Henderson,4 guests · 4 bedrooms · 5 beds · 3 baths,$125 / night,Indoorfireplace·Kitchen·Freeparking·Dryer,,
https://airbnb.com/rooms/45738916,Amenity Packed House in North Las Vegas - null - North Las Vegas,Private room in North Las Vegas,2 guests · 1 bedroom · 2 beds · 1 shared bath,$40 / night,Gym·Wifi·Selfcheck-in·Airconditioning,Rating 5.0 out of 5;5.03 reviews (3),3 reviews
https://airbnb.com/rooms/45068005,New! Few Min Away from Downtown & Strip(5CX)! - null - Las Vegas,Entire apartment in Las Vegas,6 guests · 2 bedrooms · 2 beds · 2 baths,$94 / night,Gym·Wifi·Selfcheck-in·Airconditioning,Rating 4.47 out of 5;4.4717 reviews (17),17 reviews
https://airbnb.com/rooms/45602350,A place of your own | 2BR in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,5 guests · 2 bedrooms · 2 beds · 2 baths,$139 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/21162709,Lake Las Vegas Studio With View - null - Lake Las Vegas ,Entire condominium in Lake Las Vegas ,3 guests · Studio · 1 bed · 1 bath,$64 / night,Gym·Elevator·Wifi·Airconditioning,Rating 4.62 out of 5;4.62218 reviews (218),218 reviews
https://airbnb.com/rooms/17301917,温馨家庭 to strip 1.8mile - null - Las Vegas,Private room in Las Vegas,1 guest · 1 bedroom · 1 bed · 1 shared bath,$25 / night,Wifi·Airconditioning·Freeparking·Dryer,Rating 4.71 out of 5;4.71173 reviews (173),173 reviews
https://airbnb.com/rooms/45910669,Luxor Hotel and Casino Las Vegas - null - Las Vegas,Hotel room in Las Vegas,4 guests · 1 bedroom · 1 bed · 1 private bath,$57 / night,Gym·Wifi·Airconditioning·Pool,Rating 4.50 out of 5;4.508 reviews (8),8 reviews
https://airbnb.com/rooms/44465206,"Comfy & cozy guest room, 12 min away from strip - null - Las Vegas",Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 shared bath,$35 / night,Airconditioning·Kitchen,Rating 4.73 out of 5;4.7311 reviews (11),11 reviews
https://airbnb.com/rooms/45301816,Gorgeous Guest House 400 square feet Very clean. - null - Las Vegas,Entire guesthouse in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 bath,$59 / night,Wifi·Selfcheck-in·Airconditioning·Kitchen,Rating 4.84 out of 5;4.8457 reviews (57),57 reviews
https://airbnb.com/rooms/46329793,A place of your own | 2BR in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,5 guests · 2 bedrooms · 2 beds · 2 baths,$140 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/17570628,Private room in a Cozy house - null - Las Vegas,Private room in Las Vegas,1 guest · 1 bedroom · 1 bed · 1 shared bath,$27 / night,Airconditioning·Kitchen,Rating 4.50 out of 5;4.5018 reviews (18),18 reviews
https://airbnb.com/rooms/46409569,2bd/2ba Las Vegas Condo - null - Las Vegas,Entire serviced apartment in Las Vegas,6 guests · 2 bedrooms · 4 beds · 2 baths,$155 / night,Gym·Breakfast·Wifi·Airconditioning,,
https://airbnb.com/rooms/24921921,"All are welcome
Private entrance&bathroom and A/C - null - Las Vegas",Private room in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 private bath,$66 / night,Wifi·Selfcheck-in·Airconditioning·Freeparking,Rating 4.88 out of 5;4.88437 reviews (437),437 reviews
https://airbnb.com/rooms/45271441,Sin City Paradise - null - Las Vegas,Private room in Las Vegas,2 guests · 2 bedrooms · 1 bed · 1.5 shared baths,$24 / night,Wifi·Airconditioning·Petsallowed·Indoorfireplace,Rating 4.60 out of 5;4.6030 reviews (30),30 reviews
https://airbnb.com/rooms/43087967,"Private/single room, Sharing bath, Near Strip(R:4) - null - Las Vegas",Private room in Las Vegas,1 guest · 1 bedroom · 1 bed · 2.5 shared baths,$20 / night,Wifi·Freeparking,Rating 4.33 out of 5;4.333 reviews (3),3 reviews
https://airbnb.com/rooms/46462113,Convenient Room 6 - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 0 beds · 0 shared baths,$25 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/43087901,"Private/single room, Sharing bath, Near strip(R:3) - null - Las Vegas",Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 2.5 shared baths,$21 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/21762034,THE SPOT IN LAS VEGAS - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 private bath,$61 / night,Wifi·Freeparking,Rating 4.95 out of 5;4.95260 reviews (260),260 reviews
https://airbnb.com/rooms/46608165,②LasVegas B&B.familyhotel.save. economy.save money - null - Las Vegas,Shared room in Las Vegas,1 guest · 1 bedroom · 1 bed · 2 shared baths,$20 / night,Hottub·Wifi·Freeparking,,
https://airbnb.com/rooms/46475048,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$87 / night,Pool·Wifi,,
https://airbnb.com/rooms/34248631,Livadia of Las Vegas - null - Las Vegas,Entire townhouse in Las Vegas,5 guests · 2 bedrooms · 2 beds · 2.5 baths,$87 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/44989883,"On the Strip!  Ultra Luxury  Ultra Clean
4 B Condo - null - Las Vegas",Entire condominium in Las Vegas,8 guests · 4 bedrooms · 5 beds · 5 baths,$180 / night,Hottub·Pool·Wifi·Freeparking,,
https://airbnb.com/rooms/45161087,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$87 / night,Pool·Wifi,,
https://airbnb.com/rooms/6987603,King Solomons Court One Bedroom Apt - null - Las Vegas,Entire guest suite in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 bath,$48 / night,Wifi·Freeparking,Rating 4.92 out of 5;4.9272 reviews (72),72 reviews
https://airbnb.com/rooms/43713621,La Vie - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 shared bath,$34 / night,Wifi·Freeparking,Rating 4.29 out of 5;4.2917 reviews (17),17 reviews
https://airbnb.com/rooms/19595528,Las Vegas Vacation Home - null - Las Vegas,Entire house in Las Vegas,6 guests · 3 bedrooms · 4 beds · 2 baths,$76 / night,Wifi·Freeparking,Rating 5.0 out of 5;5.09 reviews (9),9 reviews
https://airbnb.com/rooms/45425422,Spacious clean and cozy bedroom - null - North Las Vegas,Private room in North Las Vegas,2 guests · 1 bedroom · 1 bed · 1 shared bath,$48 / night,Hottub·Wifi·Freeparking,Rating 5.0 out of 5;5.013 reviews (13),13 reviews
https://airbnb.com/rooms/45864357,PRIVATE ROOM QUEEN PILLOWTOP w POOL Near Strip - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,$39 / night,Pool·Wifi·Freeparking,Rating 5.0 out of 5;5.07 reviews (7),7 reviews
https://airbnb.com/rooms/37719707,"Spacious private room,  close to strip & airport - null - Las Vegas",Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,$40 / night,Wifi·Freeparking,Rating 4.95 out of 5;4.9541 reviews (41),41 reviews
https://airbnb.com/rooms/46834573,Good Deal Room 5 - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 0 shared baths,$25 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/45398157,Wyndham Grand desert 1BDRM - null - Las Vegas,Entire villa in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 bath,$76 / night,Hottub·Pool·Wifi·Freeparking,,
https://airbnb.com/rooms/31042599,Long  term special #4 - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 bath,$31 / night,Pool·Wifi·Freeparking,Rating 4.89 out of 5;4.899 reviews (9),9 reviews
https://airbnb.com/rooms/31123139,Fremont Experience- Sparkling clean/self check-in! - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 shared bath,$53 / night,Wifi·Freeparking,Rating 4.82 out of 5;4.8271 reviews (71),71 reviews
https://airbnb.com/rooms/42279595,"Private room in the southwest, 15 mins from strip - null - Las Vegas",Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1.5 shared baths,$32 / night,Wifi·Freeparking,,
https://airbnb.com/rooms/46939695,"Great place if your on the go ,420&pet friendly - null - Las Vegas",Entire condominium in Las Vegas,2 guests · Studio · 1 bed · Half-bath,$63 / night,Wifi·Airconditioning·Petsallowed·Freeparking,,
https://airbnb.com/rooms/40456779,Grandview Las Vegas A Family Friendly Resort - null - Las Vegas,Resort room in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 private bath,$82 / night,Gym·Elevator·Wifi·Airconditioning,,
https://airbnb.com/rooms/45469941,39th Floor Strip View Balcony Suite NO RESORT FEE! - null - Las Vegas,Entire condominium in Las Vegas,4 guests · Studio · 2 beds · 1 bath,$77 / night,Gym·Elevator·Wifi·Selfcheck-in,Rating 4.77 out of 5;4.7713 reviews (13),13 reviews
https://airbnb.com/rooms/18675317,"Large studio apartment, can sleep 6, Private pool! - null - Las Vegas",Entire guest suite in Las Vegas,8 guests · Studio · 3 beds · 1 bath,$51 / night,Wifi·Selfcheck-in·Airconditioning·Petsallowed,Rating 4.55 out of 5;4.55144 reviews (144),144 reviews
https://airbnb.com/rooms/46475030,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$89 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/33138599,Private room in house with a pool spa and BBQ - null - Las Vegas,Private room in Las Vegas,2 guests · 1 bedroom · 1 bed · 1 shared bath,$22 / night,Wifi·Selfcheck-in·Airconditioning·Indoorfireplace,Rating 4.90 out of 5;4.9031 reviews (31),31 reviews
https://airbnb.com/rooms/46329763,A place of your own | 2BR in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,5 guests · 2 bedrooms · 2 beds · 2 baths,$141 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/46813613,A place of your own | 1BR in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,3 guests · 1 bedroom · 1 bed · 1 bath,$95 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/45602359,A place of your own | Studio in Las Vegas - null - Las Vegas,Entire serviced apartment in Las Vegas,1 guest · Studio · 1 bed · 1 bath,$87 / night,Gym·Wifi·Petsallowed·Pool,,
https://airbnb.com/rooms/45351582,Wyndham Grand desert 1 BDRM - null - Las Vegas,Entire villa in Las Vegas,4 guests · 1 bedroom · 2 beds · 1 bath,$75 / night,Gym·Elevator·Wifi·Selfcheck-in,,
https://airbnb.com/rooms/45723670,"Cozy and Comfortable, 2BD Spacious Condo (3C04) - null - Las Vegas",Entire apartment in Las Vegas,6 guests · 2 bedrooms · 3 beds · 2 baths,$87 / night,Wifi·Selfcheck-in·Airconditioning·Kitchen,Rating 4.50 out of 5;4.508 reviews (8),8 reviews
https://airbnb.com/rooms/46021695,Spacious Home 15 Minutes From The Strip - null - Las Vegas,Entire house in Las Vegas,5 guests · 2 bedrooms · 2 beds · 2.5 baths,$166 / night,Wifi·Airconditioning·Kitchen·Freeparking,,
https://airbnb.com/rooms/35010870,"Downtown modern loft, walk to Fremont St - null - Las Vegas",Entire condominium in Las Vegas,2 guests · Studio · 1 bed · 1 bath,$64 / night,Gym·Elevator·Wifi·Airconditioning,Rating 5.0 out of 5;5.05 reviews (5),5 reviews
https://airbnb.com/rooms/47224428,"Gorgeous 2bd suite desert getaway Las Vegas,hottub - null - Las Vegas",Entire condominium in Las Vegas,8 guests · 2 bedrooms · 3 beds · 1 bath,$136 / night,Gym·Wifi·Airconditioning·Pool,,
https://airbnb.com/rooms/32550829,Hospitality House - null - Las Vegas,Private room in Las Vegas,1 guest · 1 bedroom · 0 beds · 1 shared bath,$28 / night,Wifi·Airconditioning·Indoorfireplace·Kitchen,Rating 4.55 out of 5;4.55104 reviews (104),104 reviews
https://airbnb.com/rooms/10660070,"Comfort done with style,  $1799 per month - null - Las Vegas",Entire townhouse in Las Vegas,6 guests · 2 bedrooms · 2 beds · 2 baths,$59 / night,Wifi·Selfcheck-in·Airconditioning·Pool,Rating 4.73 out of 5;4.7311 reviews (11),11 reviews
https://airbnb.com/rooms/20969733,Corner 1bdrm  Posh  Luxury Condo Palms Kitchen U - null - Las Vegas,Entire apartment in Las Vegas,6 guests · 1 bedroom · 2 beds · 1.5 baths,$142 / night,Gym·Elevator·Wifi·Selfcheck-in,Rating 4.56 out of 5;4.56227 reviews (227),227 reviews
https://airbnb.com/rooms/37427473,Paradise in Las Vegas (near  to the airport) - null - Las Vegas,Entire guest suite in Las Vegas,3 guests · 1 bedroom · 3 beds · 1 bath,$66 / night,Breakfast·Wifi·Airconditioning·Kitchen,Rating 4.81 out of 5;4.8197 reviews (97),97 reviews
https://airbnb.com/rooms/40331445,#2 cozy room near strip - null - Las Vegas ,Private room in Las Vegas ,2 guests · Studio · 1 bed · 1 shared bath,$20 / night,Wifi·Airconditioning·Kitchen·Freeparking,,
https://airbnb.com/rooms/16479650,P 58 Penthouse w/Jacuzzi on Balcony | Sleeps 6 - null - Las Vegas,Entire serviced apartment in Las Vegas,6 guests · 1 bedroom · 3 beds · 1.5 baths,$586 / night,Gym·Elevator·Wifi·Selfcheck-in,Rating 4.76 out of 5;4.76103 reviews (103),103 reviews
